workspace,status_code,path,staged,unstaged,untracked,category,severity,action,allowed_in_v1_5_package,reason
clean_worktree,??,docs/v1_5_flow_contract/final_acceptance_status/,False,False,True,clean_untracked_review_required,review,classify_before_stage_or_leave_untracked,False,Untracked clean-worktree files need explicit classification before they can enter V1.5.
root_workspace, M,.gitignore,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,_handoff/a4_single_temperature_no_write/A4_P8_H2O_TO_CO2_TRANSITION_CONTRACT.md,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,configs/default_config.json,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/coefficients/__init__.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/config.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/devices/gas_analyzer.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/devices/humidity_generator.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/devices/pace5000.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/devices/paroscientific.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/export/temperature_compensation_export.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/tools/run_v1_corrected_autodelivery.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/tools/safe_stop.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/tools/validate_pressure_only.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/v2/configs/validation/a4_single_temp_h2o_co2_no_write_20c_real_machine_EXECUTE_P17.json,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/v2/core/runners/co2_route_runner.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/v2/storage/__init__.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/v2/storage/models.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/v2/storage/queries.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/validation/dewpoint_flush_gate.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/workflow/runner.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,src/gas_calibrator/workflow/tuning.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_config_runtime_defaults.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_gas_analyzer_mode2.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_humidity_generator_driver.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_paroscientific_driver.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_runner_collect_only.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_runner_h2o_sequence.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_runner_multi_analyzers.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_runner_point_quality_summary.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_runner_pressure_capture_then_hold.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_runner_pressure_control_order.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_runner_seal_pressure_verification.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_runner_source_stage_guard.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_runner_temperature_soak.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_runner_v1_writeback_safety.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_safe_stop_tool.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_v1_fasttrace_guards.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace, M,tests/test_v1_writeback_fault_injection.py,False,True,False,root_tracked_dirty_isolated,warning,do_not_use_root_as_formal_v1_5_source,False,Root tracked dirty files are isolated from the official V1.5 clean worktree.
root_workspace,??,.codex/,False,False,True,root_tool_state_ignore,info,ignore_for_v1_5_flow,False,Local tool state is not V1.5 calibration code or evidence.
root_workspace,??,.playwright-mcp/,False,False,True,root_tool_state_ignore,info,ignore_for_v1_5_flow,False,Local tool state is not V1.5 calibration code or evidence.
root_workspace,??,_handoff/COM22_PRESSURE_GAUGE_NO_RESPONSE_AUDIT_20260523.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/D_DRIVE_GAS_CALIBRATOR_DIR_AUDIT_20260523.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/TEST_TEMP_FILE_CLEANUP_AUDIT_20260523.csv,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/TEST_TEMP_FILE_CLEANUP_AUDIT_20260523.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_ABSORPTION_ALGORITHM_TRANSITION_SUMMARY_20260626.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_ANALYZER_RUNTIME_SETUP_ENTRYPOINT_AUDIT_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_AUTOMATION_SEQUENCE_INIT_ROUTE_WATER_FIRST_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CLEANUP_FREEZE_PACKAGE_20260622.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CO2_R10_DIAGNOSTIC_FIT_EFFECT_20260625.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CO2_R10_FIT_H2O_BRIDGE_AND_POINT_REVIEW_20260625.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CO2_ROUTE_NOWRITE_PREFLIGHT_AFTER_R5_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT4_INITIALIZATION_PARITY_AND_DB_UPDATE_20260627.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_FULL_AUTO_PREFLIGHT_REGRESSION_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_H2O_FIT_ROOT_CAUSE_VS_HISTORY_20260626.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_H2O_POSTWRITE_REVERIFY_20260626.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_H2O_POSTWRITE_S78_NO_WRITE_REVIEW_20260626.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_H2O_RATIO_REFERENCE_ALIGNMENT_20260626.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_H2O_SENCO24_CONTROLLED_WRITE_20260626.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_H2O_SENCO24_PREWRITE_DECISION_20260626.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_H2O_SENCO6_NO_WRITE_REVIEW_20260626.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_H2O_SIGNAL_CHAIN_AND_REFIT_NO_WRITE_20260626.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_INITIALIZATION_TO_PRE_GAS_FLOW_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_INITIALIZATION_TO_ROUTE_READINESS_CLOSEOUT_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_NOT_MATURE_PATH_CORRECTION_20260627.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_TEMPERATURE_SENCO78_CONTROLLED_WRITE_20260626.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT6_WRITE_PATH_VS_HISTORY_20260626.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_CURRENT_PRODUCTION_ENTRY_RECLASSIFICATION_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_DEVICE_CODE_IDENTITY_AND_INITIALIZATION_PLAN_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_ENTRYPOINT_TOOL_DEDUP_DECISION_TABLE_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_FINAL_PRODUCTION_CHAIN_LOCK_20260627.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_FIRST_DISCOVERY_INITIALIZATION_AUTOMATION_SPEC_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_FORMAL_DB_CURRENT6_COMPLETION_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_FORMAL_INITIALIZATION_AUTOMATION_STATUS_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_FORMAL_INITIALIZATION_FLOW_WITH_SN_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_FORMAL_QUEUE_MIGRATION_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_GAS_ROUTE_R3_BASELINE_RESTORE_AUDIT_20260523.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_IDENTITY_LAYER_REHOME_20260627.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_INITIALIZATION_CONFIG_ADAPTER_AND_DB_PREVIEW_20260627.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_INITIALIZATION_CURRENT_FLOW_UTF8_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_INITIALIZATION_DETAILED_FLOW_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_INITIALIZATION_ID_DISCOVERY_AND_DB_FLOW_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_INITIALIZATION_ISSUE_CLOSURE_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_INITIALIZATION_MATURE_PATH_PARITY_CURRENT4_20260627.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_MATURE_CO2_ROUTE_MODIFIED_STATE_AUDIT_20260627.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_MATURE_WORKTREE_IDENTITY_REHOME_20260627.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_NEUTRAL_RESTORE_HELPER_REUSE_AND_SERIAL_PACING_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_ORIGINAL_ROUTE_FLOW_AUDIT_20260523.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_PRESSURE_ONLY_CURRENT6_RESULT_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_PRESSURE_ONLY_POST_SENCO9_RETEST_CURRENT6_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_PRESSURE_SENCO9_CONTROLLED_WRITE_RESTORED_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_PRESSURE_TEMPERATURE_ENTRYPOINT_AUDIT_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_PRESSURE_TEMPERATURE_EXTERNAL_EVIDENCE_SCHEMA_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_PRESSURE_TEMPERATURE_READINESS_CONTRACT_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_PRESSURE_TEMPERATURE_READONLY_PROBE_STATUS_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_PRESSURE_TEMPERATURE_RUNNER_ARCHITECTURE_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_PRE_REAL_ROUTE_HISTORICAL_SEQUENCE_AUDIT_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_PRE_REAL_ROUTE_POINT_INTERNAL_SEQUENCE_AUDIT_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_RECENT_6CH_SEGMENTED_EVIDENCE_MAP_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_ROUTE_READINESS_FULL_CANONICAL_QUEUE_FIX_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_ROUTE_RUNTIME_BINDING_AUDIT_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_RUNTIME_SETUP_1HZ_RATE_GATE_CURRENT4_20260627.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_SENCO9_CONTROLLED_WRITE_CURRENT6_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_SENCO9_PREWRITE_REVIEW_CURRENT6_20260624.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/V1_5_SN_READ_ONLY_REAL_PROBE_20260623.md,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
root_workspace,??,_handoff/archive_approval_table_20260622/,False,False,True,root_handoff_evidence_retained,info,keep_as_historical_evidence_do_not_promote,False,Root handoff artifacts are traceability/draft evidence and remain outside the clean V1.5 package.
